Age,Gender,Country,Region,High School Science Score,Biology Score,Chemistry Score,Physics Score,Mathematics Score,Undergraduate Degree,Medical School Ranking,Institution Type,Medical Entrance Exam Score,Ability to diagnose & treat patients,"Doctor-patient interaction, explaining procedures",Hand-Eye Coordination,Empathy,Analytical Thinking,Years of Medical Education,Clinical Internship Experience (Months),Research Experience (Months),Medical Certifications,Specialization Courses,Interest in Surgery,Interest in Patient Care,Interest in Laboratory & Research,Interest in Emergency Medicine,Interest in Mental Health & Psychology,Preferred Work Environment,Comfort with Long Working Hours,Willingness to Work in Rural Areas,Teamwork Preference,Predicted Medical Career Role
27,Female,India,Urban,80.59,64.08,69.31,74.06,57.94,BPharm,Top Tier,Private,56.43,7,8,5,9,9,10,23,4,1,2,7,4,4,1,4,Pharma Industry,9,Yes,9,Orthopedic Doctor
49,Female,USA,Urban,75.12,76.56,80.37,73.75,81.25,BSc Nursing,Mid Tier,Private,65.45,6,9,7,5,8,13,23,3,7,1,2,2,7,7,1,Clinic,9,No,5,Anesthesiologist
49,Male,Canada,Rural,98.81,92.44,65.91,96.55,72.93,BDS,Top Tier,Public,53.87,7,9,6,6,7,13,23,15,0,4,1,1,7,8,5,Hospital,8,Yes,1,Emergency Medicine Specialist
41,Female,Australia,Urban,92.29,70.48,78.99,75.89,86.57,BSc Biotech,Low Tier,Public,91.39,7,6,5,6,5,11,16,1,3,2,3,4,4,2,8,Hospital,8,Yes,2,Radiologist
51,Male,Germany,Urban,97.24,96.56,87.72,88.27,78.94,MBBS,Mid Tier,Public,80.77,7,8,3,5,6,13,5,19,8,1,1,6,4,5,9,Research Lab,3,No,2,Cardiologist
32,Male,UK,Rural,82.3,84.15,60.3,75.11,58.83,BSc Nursing,Top Tier,Private,58.22,7,5,4,7,9,8,8,11,6,0,6,4,8,7,6,Research Lab,1,No,1,Medical Researcher
49,Female,USA,Rural,87.13,81.63,64.45,89.25,96.87,BDS,Top Tier,Public,91.86,9,5,6,5,7,7,1,16,3,2,9,7,7,4,9,Pharma Industry,3,No,9,Medical Researcher
46,Female,USA,Urban,66.67,75.98,98.49,66.94,72.44,BPharm,Top Tier,Private,94.85,7,8,9,5,9,6,9,6,3,1,3,7,8,7,6,Pharma Industry,7,No,2,Medical Researcher
54,Female,India,Urban,90.11,89.68,97.12,93.44,87.23,BDS,Mid Tier,Public,85.27,8,8,6,7,9,7,11,17,0,4,9,5,8,9,4,Clinic,4,No,3,Emergency Medicine Specialist
22,Male,USA,Urban,69.44,82.58,76.72,99.33,76.6,BSc Biotech,Low Tier,Public,74.88,9,8,9,5,5,13,18,18,2,2,1,3,4,1,5,Pharma Industry,8,Yes,7,Pediatrician
48,Male,Germany,Rural,65.83,91.86,83.6,90.63,93.26,BPharm,Mid Tier,Public,88.62,9,8,7,5,5,7,15,17,1,4,2,3,8,8,4,Hospital,4,Yes,4,Emergency Medicine Specialist
34,Male,Canada,Urban,61.67,73.27,66.21,74.36,66.85,BPharm,Mid Tier,Public,69.16,5,8,6,9,8,9,9,5,4,3,2,6,4,9,7,Hospital,4,Yes,2,Emergency Medicine Specialist
24,Male,Canada,Urban,78.89,88.08,73.24,82.21,81.94,BSc Nursing,Low Tier,Public,72.36,7,7,6,8,9,7,15,2,9,0,9,4,8,7,9,Pharma Industry,2,No,4,Psychiatrist
27,Male,Canada,Urban,71.47,97.74,91.72,86.78,53.97,BSc Biotech,Top Tier,Public,71.47,6,8,3,7,8,11,2,9,4,2,5,8,7,9,6,Research Lab,7,No,8,General Physician
29,Male,Australia,Urban,99.47,71.2,94.24,67.71,53.89,BSc Biotech,Top Tier,Public,98.75,9,7,3,9,9,12,20,16,3,1,2,6,9,4,7,Pharma Industry,7,No,7,Medical Researcher
48,Male,Australia,Urban,69.99,99.24,76.21,71.32,92.18,BPharm,Top Tier,Private,66.52,5,9,3,7,9,6,11,6,2,4,7,1,3,4,7,Pharma Industry,3,No,3,Anesthesiologist
30,Male,USA,Urban,94.66,76.42,72.44,92.07,90.92,MBBS,Mid Tier,Public,74.83,6,5,8,5,8,9,4,19,6,1,5,7,1,7,9,Pharma Industry,1,Yes,9,Dentist
58,Female,Australia,Urban,72.66,61.54,87.27,97.81,67.96,MBBS,Low Tier,Private,94.31,6,8,3,9,7,5,10,8,6,0,7,6,7,7,1,Research Lab,7,Yes,9,Medical Researcher
54,Male,Australia,Urban,89.97,74.31,88.72,70.89,83.8,BSc Nursing,Top Tier,Public,54.27,9,9,5,6,8,13,10,1,1,2,3,5,4,6,4,Research Lab,9,Yes,1,Neurologist
45,Male,India,Urban,86.39,65.99,99.35,65.9,91.45,BSc Nursing,Mid Tier,Public,64.48,6,6,9,6,6,6,16,22,8,4,8,1,3,6,4,Hospital,8,Yes,8,Surgeon
36,Female,Australia,Urban,82.47,72.17,87.89,99.26,57.19,BSc Nursing,Mid Tier,Public,87.55,7,7,3,5,6,6,10,7,6,4,3,9,6,7,5,Research Lab,5,Yes,6,Emergency Medicine Specialist
53,Male,UK,Urban,76.67,63.84,69.61,72.8,99.24,BSc Nursing,Mid Tier,Private,86.92,7,8,6,6,6,14,21,16,7,0,4,6,5,1,5,Hospital,4,No,3,Surgeon
53,Female,UK,Urban,86.84,67.13,62.4,91.14,94.29,BPharm,Mid Tier,Public,77.85,6,9,3,5,6,10,11,20,9,4,6,6,7,8,9,Research Lab,7,No,5,Emergency Medicine Specialist
45,Male,UK,Urban,76.29,65.07,70.3,75.16,84.55,BSc Nursing,Mid Tier,Private,84.73,7,8,4,8,7,12,9,20,5,4,3,8,4,7,1,Hospital,5,No,4,General Physician
33,Male,USA,Rural,81.92,61.74,69.07,97.96,77.16,MBBS,Low Tier,Public,64.18,7,5,6,9,6,10,23,9,5,3,6,8,3,2,3,Pharma Industry,6,Yes,6,General Physician
23,Male,Canada,Urban,83.59,71.85,63.71,83.98,94.75,BDS,Top Tier,Public,82.41,9,8,5,7,7,6,3,13,5,2,2,2,4,5,7,Pharma Industry,5,No,6,Radiologist
24,Male,India,Rural,70.69,97.64,77.78,76.6,86.97,MBBS,Top Tier,Public,52.37,5,6,3,8,7,9,20,17,3,1,9,7,9,3,7,Research Lab,3,No,2,Neurologist
58,Female,USA,Urban,73.59,97.98,71.53,67.13,79.24,BSc Nursing,Mid Tier,Public,99.28,6,7,6,5,8,13,12,8,0,2,6,2,6,5,2,Pharma Industry,1,No,9,Dermatologist
38,Female,Canada,Urban,60.72,93.87,97,70.22,94.58,BPharm,Top Tier,Public,82.01,7,6,8,6,5,6,10,2,5,2,1,1,2,6,3,Clinic,1,No,8,Orthopedic Doctor
23,Male,India,Rural,94.09,60.49,76.16,94.28,60.53,BSc Biotech,Low Tier,Public,58.97,8,5,3,7,6,11,1,19,3,0,8,9,2,3,2,Hospital,5,Yes,1,Surgeon
23,Male,India,Urban,90.24,61.12,95.06,62.28,62.22,BDS,Low Tier,Private,86.07,5,8,8,9,5,9,0,20,3,3,7,4,8,4,9,Clinic,7,Yes,8,Psychiatrist
49,Female,India,Rural,67.34,60.41,72.27,66.27,96.51,BDS,Mid Tier,Public,81.97,8,8,4,5,6,14,2,3,9,0,9,6,6,9,6,Clinic,5,No,2,Emergency Medicine Specialist
44,Male,UK,Urban,74.48,74.67,93.26,67.71,53.35,BSc Nursing,Top Tier,Public,98.21,6,5,8,9,5,10,5,5,8,3,1,6,8,8,9,Pharma Industry,1,No,2,Psychiatrist
58,Female,UK,Urban,76.84,99.21,78.18,62.83,52.31,BSc Nursing,Top Tier,Private,64.45,9,8,9,7,5,7,17,0,8,3,9,3,1,8,7,Pharma Industry,8,Yes,2,Surgeon
53,Male,UK,Urban,73.38,95.87,61.29,87.43,89.6,BDS,Top Tier,Public,52.82,9,8,8,9,7,12,8,5,9,4,5,2,4,6,3,Research Lab,3,No,3,Anesthesiologist
54,Female,India,Rural,91.93,70.02,79.48,99.25,70.7,BPharm,Top Tier,Public,59.17,5,8,3,6,6,8,22,20,0,3,7,5,5,2,3,Pharma Industry,9,No,7,Neurologist
22,Male,Germany,Rural,89.02,76.41,69.07,65.57,95.81,BDS,Mid Tier,Public,70.94,6,9,4,7,6,12,5,18,9,1,3,7,4,9,5,Hospital,6,No,3,Emergency Medicine Specialist
40,Male,India,Urban,90.69,92.98,72.3,91.96,65.03,BPharm,Mid Tier,Public,61.88,7,9,8,7,6,11,9,11,8,1,7,2,8,7,3,Research Lab,1,No,4,Anesthesiologist
23,Female,UK,Urban,96.17,90.34,87.37,67.06,64.36,MBBS,Top Tier,Public,87.16,6,7,6,5,5,6,21,14,6,4,4,6,8,8,8,Research Lab,3,No,7,Emergency Medicine Specialist
47,Female,India,Urban,83.81,65.3,81.18,98.95,97.86,BSc Nursing,Mid Tier,Private,52.38,9,5,4,8,8,6,18,10,2,2,3,2,5,8,9,Hospital,6,No,6,Psychiatrist
53,Female,UK,Rural,84.58,64.31,95.54,80.28,77.69,BPharm,Mid Tier,Public,56.43,8,6,8,6,6,9,21,14,1,2,1,4,3,3,7,Research Lab,8,No,5,Surgeon
27,Female,UK,Urban,88.88,81.75,97.44,93.9,80.69,BDS,Mid Tier,Public,65.43,7,5,4,5,7,5,16,2,0,4,9,3,3,4,9,Hospital,8,Yes,3,Nurse
53,Female,UK,Urban,87.25,64.08,87.64,66.82,94.9,MBBS,Mid Tier,Public,78.01,8,8,7,7,5,10,21,4,1,3,5,9,2,9,5,Hospital,5,No,5,General Physician
25,Male,Germany,Urban,94.79,93,94.54,95.41,69.04,BDS,Mid Tier,Public,64.59,8,8,6,6,5,10,16,0,3,3,1,5,3,9,8,Clinic,7,No,5,Emergency Medicine Specialist
32,Female,Canada,Rural,90.81,70.13,67.8,63.27,62.39,MBBS,Mid Tier,Private,78.09,8,5,9,7,7,8,8,20,6,4,4,4,3,3,5,Pharma Industry,1,No,6,Orthopedic Doctor
38,Male,India,Urban,64.82,67.53,63.17,60.92,78.55,BSc Biotech,Mid Tier,Public,65.57,7,8,5,7,9,11,17,10,0,4,1,1,2,4,7,Research Lab,9,No,6,Pharmacist
59,Female,USA,Rural,97.13,67.43,73.32,88.36,70.5,MBBS,Top Tier,Private,88,9,7,4,5,9,8,16,13,8,1,7,4,4,2,8,Hospital,8,No,8,Radiologist
45,Female,UK,Rural,87.32,61.81,73.03,64.26,58.18,BPharm,Mid Tier,Public,87.08,9,6,6,6,8,5,5,5,2,2,3,4,1,2,8,Clinic,2,Yes,4,Anesthesiologist
26,Male,Germany,Urban,65.09,85.67,86.6,94.63,55.93,BSc Biotech,Mid Tier,Private,89.51,5,8,4,9,8,8,21,15,6,4,3,1,8,3,4,Pharma Industry,5,Yes,4,Medical Researcher
55,Male,USA,Urban,90.88,66.58,93.61,84.85,86.27,MBBS,Mid Tier,Private,97.83,8,9,8,7,9,5,8,0,6,1,6,4,4,3,9,Pharma Industry,6,Yes,6,Dentist
27,Male,Canada,Urban,74.34,69.33,71.88,73.24,51.71,MBBS,Mid Tier,Public,91.29,8,8,7,7,9,8,12,23,6,0,9,6,3,2,9,Hospital,1,No,2,Cardiologist
43,Male,India,Urban,92.24,90.05,76.99,71.09,76.38,BPharm,Low Tier,Private,91.45,5,8,5,5,5,10,17,12,3,1,2,8,8,9,3,Pharma Industry,2,Yes,1,General Physician
32,Female,Germany,Urban,98.22,62.3,64.2,63.28,66.48,BSc Nursing,Mid Tier,Private,69.05,7,8,5,9,9,9,18,20,9,4,1,3,4,4,8,Hospital,5,No,9,Psychiatrist
37,Male,UK,Rural,70.21,68.11,76.51,87.47,57.55,BSc Nursing,Top Tier,Public,65.56,5,5,8,6,8,11,9,21,5,1,9,2,1,5,3,Clinic,2,Yes,7,Surgeon
54,Male,UK,Rural,94.3,65.97,68.58,96.68,94.53,BSc Nursing,Mid Tier,Private,61.09,6,5,9,9,9,9,14,11,5,2,1,2,9,5,8,Hospital,6,No,2,Psychiatrist
30,Female,UK,Rural,90.94,60.19,75.3,90.27,87.03,BSc Biotech,Top Tier,Public,72.18,7,5,8,6,7,8,16,1,6,2,8,5,7,9,3,Research Lab,9,No,7,Surgeon
27,Female,Germany,Rural,86.85,81.57,70.65,84.78,88.65,BSc Nursing,Low Tier,Private,68.82,6,9,9,6,9,7,4,8,5,1,4,1,4,3,5,Clinic,5,No,1,Dentist
37,Female,USA,Urban,75.4,67.6,92.35,64.75,71.79,BSc Biotech,Top Tier,Public,61.07,6,7,4,9,8,7,17,23,2,4,9,6,6,1,5,Pharma Industry,4,Yes,5,Dentist
50,Female,Canada,Urban,64.39,85.32,60.16,93.11,82.42,BSc Nursing,Low Tier,Private,50.09,8,7,8,5,6,11,4,10,8,2,2,7,5,6,8,Research Lab,5,No,7,Neurologist
24,Female,India,Urban,79.36,80.07,73.55,98.62,54.53,BPharm,Top Tier,Private,72.78,7,5,6,9,8,6,3,23,1,2,7,8,5,6,5,Research Lab,2,Yes,9,Radiologist
41,Female,Canada,Urban,64.23,86.72,98.77,70.51,56.96,BSc Biotech,Top Tier,Public,99.03,5,8,3,5,9,9,21,5,4,3,3,5,9,5,5,Hospital,8,Yes,8,Medical Researcher
57,Female,UK,Urban,80.01,99.26,87.16,76.81,66.13,BSc Nursing,Top Tier,Private,86.5,9,5,3,5,5,13,4,9,8,3,7,7,7,1,7,Pharma Industry,9,No,4,Cardiologist
40,Female,Canada,Urban,92.81,68.79,90.89,60.56,72.89,BDS,Mid Tier,Public,96.98,8,8,6,9,5,5,4,13,4,0,4,4,8,2,4,Clinic,6,Yes,2,Orthopedic Doctor
47,Male,USA,Rural,99.91,86.64,94.39,93.28,54.69,BSc Nursing,Mid Tier,Private,75.02,9,9,9,7,7,14,12,19,2,1,2,3,9,8,3,Research Lab,7,No,2,Emergency Medicine Specialist
24,Male,Australia,Rural,67.92,93.34,74.47,60.83,78.25,BDS,Mid Tier,Public,99.33,8,8,6,8,5,10,7,10,3,1,8,5,1,2,6,Clinic,8,No,4,Emergency Medicine Specialist
40,Female,Australia,Rural,68.31,98.3,62.64,79.46,61.99,BDS,Top Tier,Public,59.96,6,8,6,5,9,5,19,1,5,1,7,1,5,3,7,Clinic,3,No,2,Pediatrician
41,Female,India,Urban,92.44,84.89,76.43,83.06,88.73,MBBS,Top Tier,Private,77.63,9,7,4,5,6,11,16,16,2,4,8,4,5,3,4,Clinic,3,No,3,Radiologist
53,Female,India,Rural,78.76,65.23,86.11,62.22,50.02,BSc Nursing,Top Tier,Private,63.02,7,8,8,6,6,6,1,23,4,1,4,4,8,9,6,Hospital,8,No,6,Emergency Medicine Specialist
28,Female,Canada,Urban,96.63,62.15,74.83,67.03,93.3,MBBS,Mid Tier,Public,61.44,7,5,6,7,5,5,18,11,2,4,1,9,7,6,2,Pharma Industry,5,Yes,3,Radiologist
54,Female,India,Urban,90.76,71.14,77.93,91.63,86.63,MBBS,Top Tier,Private,96.78,7,6,3,6,9,9,7,7,4,2,3,7,7,7,2,Clinic,7,No,2,Surgeon
39,Female,Germany,Urban,89.46,97.13,93.02,70.1,77.31,BSc Biotech,Mid Tier,Public,78.84,7,9,5,9,5,11,14,5,7,4,4,6,2,9,6,Hospital,1,Yes,8,Emergency Medicine Specialist
22,Female,USA,Urban,64.08,81.48,61.45,88.99,86.88,BDS,Mid Tier,Private,54.18,8,6,5,7,8,10,9,5,7,3,8,9,1,8,8,Hospital,6,No,3,Emergency Medicine Specialist
32,Female,UK,Rural,61.44,83.17,73.39,89.97,68.23,MBBS,Low Tier,Private,68.38,7,9,6,9,7,5,14,15,4,4,5,7,5,1,9,Research Lab,3,No,8,Psychiatrist
49,Male,UK,Urban,72.67,84.42,79.54,76.29,58.13,BSc Nursing,Low Tier,Public,91.9,9,5,9,9,8,13,14,1,7,1,7,1,3,8,5,Research Lab,4,Yes,1,Emergency Medicine Specialist
46,Male,Canada,Urban,68.69,73.29,71.97,62.55,50.46,BPharm,Low Tier,Public,54.69,6,5,9,7,6,13,18,21,6,2,4,8,1,5,6,Research Lab,7,No,3,Medical Researcher
44,Female,UK,Urban,88.49,67.26,77.83,60.43,77.43,BSc Nursing,Low Tier,Private,51.09,9,6,3,9,8,6,8,11,6,0,9,9,3,8,1,Pharma Industry,9,No,6,Emergency Medicine Specialist
52,Male,Canada,Rural,78.03,98.17,76.07,79.7,64.6,BDS,Low Tier,Public,92.29,5,7,6,9,6,10,18,20,5,1,8,9,4,9,4,Pharma Industry,2,No,1,Emergency Medicine Specialist
51,Female,India,Urban,80.93,90.22,96.96,62.86,60.63,BSc Biotech,Low Tier,Private,84.07,5,9,6,8,7,5,4,6,7,3,2,5,7,3,3,Hospital,4,No,9,Radiologist
56,Male,India,Rural,92.55,80.44,79.72,89.06,93.35,BSc Nursing,Low Tier,Public,53.51,7,7,6,7,7,5,2,6,1,3,6,3,3,6,8,Research Lab,9,Yes,3,Cardiologist
28,Female,Germany,Urban,79.14,75.07,79.05,75.23,86.26,BSc Nursing,Top Tier,Private,59.19,7,5,6,8,6,9,19,21,9,3,7,7,3,9,2,Clinic,4,Yes,7,Emergency Medicine Specialist
37,Female,Germany,Urban,81.8,79.31,70.18,87.33,99.51,MBBS,Mid Tier,Public,53.55,7,8,8,9,9,7,3,2,1,3,1,1,3,5,8,Pharma Industry,1,No,1,Psychiatrist
47,Female,USA,Urban,93.69,61.35,61.85,76.33,83.08,BSc Nursing,Mid Tier,Public,53.47,5,9,7,7,5,14,10,15,1,4,8,9,9,2,6,Research Lab,4,Yes,2,General Physician
23,Male,UK,Urban,77.25,69.9,71.98,85.13,94.77,BDS,Mid Tier,Private,95,9,9,4,8,7,13,6,22,9,4,5,3,2,6,7,Clinic,2,No,1,Psychiatrist
22,Female,Germany,Urban,63.33,70.03,61.09,93.32,55.92,BPharm,Top Tier,Private,87.68,7,5,3,5,7,9,4,10,0,2,6,3,2,4,1,Hospital,5,No,6,Emergency Medicine Specialist
33,Female,USA,Rural,80.87,77.81,93.07,95.38,86.14,MBBS,Top Tier,Public,75.65,8,7,6,7,5,10,19,13,3,1,9,9,7,2,6,Clinic,3,No,3,Neurologist
26,Male,Australia,Rural,83.17,69.45,68.17,60.68,54.31,BSc Nursing,Top Tier,Private,65.95,5,8,4,9,7,8,21,20,7,1,7,1,8,8,1,Research Lab,9,No,4,Emergency Medicine Specialist
58,Female,Germany,Urban,80.47,67.42,96.45,85.82,54.73,BPharm,Low Tier,Public,80.57,9,6,8,9,7,13,18,20,8,4,7,2,6,3,7,Research Lab,6,Yes,9,Cardiologist
53,Male,USA,Urban,70.32,90.62,95.43,82.57,92.89,BSc Nursing,Top Tier,Private,64.28,5,8,7,7,9,11,22,1,7,3,8,1,3,2,9,Clinic,9,No,8,Cardiologist
30,Male,Canada,Urban,68.95,95.74,86.59,85.48,68,BSc Biotech,Mid Tier,Public,57.11,8,7,4,7,8,10,4,23,2,2,3,2,3,4,2,Research Lab,8,No,8,Cardiologist
56,Male,Canada,Rural,74.79,62.69,94.5,62.32,65.82,BDS,Low Tier,Public,74.34,8,5,7,5,8,5,18,11,7,3,3,2,8,3,3,Hospital,3,No,1,Medical Researcher
40,Female,USA,Urban,66.65,68.39,95.12,62.8,59.19,BSc Biotech,Mid Tier,Public,92.26,9,8,6,8,5,12,2,0,3,4,2,6,7,1,7,Hospital,7,No,8,Pharmacist
37,Female,India,Rural,86.64,90.95,91.05,79.88,74.25,MBBS,Mid Tier,Public,84.24,6,6,7,9,6,12,11,0,3,1,4,3,8,3,5,Clinic,5,No,3,Cardiologist
24,Female,Australia,Rural,84.59,92.63,80.32,62.28,60.18,BPharm,Mid Tier,Public,89.24,7,7,5,8,5,7,18,19,5,1,2,2,2,9,1,Pharma Industry,1,No,8,Emergency Medicine Specialist
41,Male,USA,Urban,85.3,80.01,98,91.06,76.89,BSc Biotech,Low Tier,Private,58.94,8,8,6,5,7,7,12,13,1,3,1,7,5,5,5,Research Lab,9,No,2,Nurse
45,Male,Germany,Urban,68.99,87.8,92.71,90.9,83.02,BSc Nursing,Top Tier,Private,98.08,6,8,7,9,8,13,3,9,2,0,7,7,3,4,3,Pharma Industry,5,No,2,Cardiologist
54,Female,India,Rural,69.86,63.1,65.08,64.69,82.75,BSc Biotech,Top Tier,Public,53.77,7,8,6,7,8,8,22,23,2,1,2,6,5,4,8,Research Lab,9,No,8,Orthopedic Doctor
45,Female,USA,Urban,91.5,93.98,76.8,78.2,68.23,BPharm,Low Tier,Public,75.52,6,5,7,9,6,10,0,0,8,2,4,4,1,4,6,Clinic,8,No,6,Pediatrician
32,Female,UK,Urban,87.6,93.31,81.59,83.8,85.2,BSc Nursing,Mid Tier,Private,68.61,8,8,4,9,8,14,20,17,9,3,1,6,4,1,9,Research Lab,3,No,4,Psychiatrist
29,Male,Germany,Urban,95.01,87.74,81.18,94.38,63.3,MBBS,Mid Tier,Private,79.61,9,5,8,6,5,14,22,15,8,2,5,2,6,9,2,Hospital,2,Yes,1,Emergency Medicine Specialist
57,Male,Germany,Urban,76.14,96.65,75.18,99.54,90.38,BSc Biotech,Mid Tier,Public,97.04,8,6,8,6,6,11,19,1,7,4,5,7,6,2,9,Hospital,8,No,8,Radiologist
59,Female,Canada,Urban,81.89,61.91,81.27,60.69,50.01,BDS,Top Tier,Public,55.53,8,5,9,5,9,8,17,20,0,4,3,4,2,9,2,Research Lab,9,No,9,Emergency Medicine Specialist
41,Female,UK,Urban,89.55,69.24,63.72,79.05,98.33,BPharm,Top Tier,Public,56.6,7,6,3,6,5,9,23,9,1,3,2,7,9,2,4,Pharma Industry,3,No,3,Emergency Medicine Specialist
56,Male,UK,Urban,98.97,74.5,86.21,92.13,71.68,BDS,Mid Tier,Private,66.74,5,9,5,7,7,7,0,10,7,4,6,8,7,2,3,Hospital,8,Yes,1,General Physician
46,Male,Germany,Rural,99.59,66.34,79.91,91.83,66.7,BSc Nursing,Top Tier,Private,82.06,9,9,6,5,9,10,5,20,5,2,1,6,6,1,7,Research Lab,5,No,1,Psychiatrist
56,Female,Australia,Urban,99.97,92.59,91.51,81.67,81.22,BDS,Mid Tier,Public,57.32,7,6,4,8,8,9,21,14,1,1,8,2,1,8,9,Clinic,3,No,4,Psychiatrist
46,Male,India,Urban,95.62,90.29,87.74,67.29,93.95,BPharm,Top Tier,Public,56.53,8,5,7,8,8,8,3,12,1,3,5,4,9,5,9,Hospital,1,No,7,Psychiatrist
50,Female,Canada,Urban,85.59,90.93,64.51,82.36,67.63,BPharm,Top Tier,Public,89.58,9,5,5,9,6,9,3,22,4,2,2,5,2,2,4,Clinic,1,Yes,5,Neurologist
39,Male,UK,Rural,60.28,71.65,74.03,75.66,53.5,BDS,Low Tier,Public,89.74,5,7,3,9,9,9,15,11,0,2,4,9,7,3,6,Clinic,1,No,7,Radiologist
39,Male,Canada,Urban,87.98,90.51,89.45,76.36,67.69,BDS,Low Tier,Private,84.03,9,9,6,8,7,8,22,11,1,1,6,9,2,8,9,Research Lab,2,No,4,Psychiatrist
23,Female,Germany,Urban,69.54,64.92,73.48,73.15,50.25,BSc Nursing,Top Tier,Public,70.53,8,5,7,7,8,7,9,5,2,2,2,8,4,4,9,Hospital,9,Yes,4,Dentist
56,Male,India,Urban,62.29,64.27,82.68,65.78,59.25,BDS,Low Tier,Private,78.68,9,7,5,6,5,6,14,6,6,4,1,1,2,2,8,Clinic,3,Yes,4,Anesthesiologist
37,Female,USA,Urban,87.89,83.36,98.45,89.53,52.6,BPharm,Top Tier,Public,80.75,8,9,9,9,8,12,2,14,3,1,3,1,6,4,1,Clinic,1,No,1,Dermatologist
57,Female,UK,Urban,90.24,61.95,63.2,88.34,69.38,BDS,Mid Tier,Public,83.96,9,5,9,5,6,7,5,11,1,0,5,4,6,8,9,Hospital,4,No,4,Emergency Medicine Specialist
54,Male,India,Urban,86.38,97.55,67.61,81.71,52.99,MBBS,Mid Tier,Public,61.68,9,6,5,8,7,5,2,10,9,2,6,9,6,1,3,Research Lab,9,Yes,7,Dermatologist
25,Male,Canada,Urban,74.61,73.15,79.22,74.19,99.2,BPharm,Mid Tier,Public,75.78,9,8,9,6,7,6,15,12,7,4,2,8,3,7,4,Hospital,5,No,2,General Physician
54,Female,Germany,Rural,80.44,79.08,89.54,92.91,89.1,BPharm,Top Tier,Private,99.91,5,8,3,9,8,10,3,22,2,4,2,9,7,1,8,Clinic,5,No,3,Psychiatrist
35,Male,India,Urban,97.4,92.53,73.2,66.4,70.98,BSc Nursing,Mid Tier,Private,58.8,8,9,7,7,9,6,6,19,1,1,2,4,4,2,7,Hospital,3,No,5,General Physician
42,Male,USA,Rural,89.18,76,64.7,77.38,89.52,BSc Nursing,Mid Tier,Public,53.88,8,7,7,6,9,12,11,4,2,4,7,8,6,7,6,Pharma Industry,9,No,5,Neurologist
41,Male,India,Urban,80.19,77.23,72.63,86.14,70.87,BSc Biotech,Low Tier,Private,53.46,5,9,4,7,9,6,18,5,7,1,9,1,1,3,2,Pharma Industry,6,Yes,1,Anesthesiologist
29,Female,Germany,Urban,83.74,73.92,85.78,92.86,82.35,BSc Nursing,Top Tier,Public,83.35,8,7,7,5,7,11,3,2,3,0,3,5,1,5,3,Research Lab,7,No,8,General Physician
28,Female,Canada,Rural,97.11,74.07,91.7,85.98,91.08,MBBS,Low Tier,Public,90.73,5,6,3,7,5,13,1,11,4,1,3,2,6,1,5,Research Lab,9,No,7,Dermatologist
24,Female,UK,Urban,75.75,78.72,99.08,64.71,84.22,BSc Nursing,Mid Tier,Private,61.87,9,8,8,8,7,5,21,20,0,1,4,8,6,6,2,Pharma Industry,6,Yes,5,General Physician
38,Male,UK,Urban,64.07,97.84,90.45,64.05,54.23,BSc Biotech,Top Tier,Private,51.71,5,5,9,8,7,5,4,13,4,1,8,1,5,8,1,Research Lab,5,Yes,1,Surgeon
54,Female,Australia,Urban,73.03,97.44,79.69,62.02,52.17,BPharm,Top Tier,Private,85.73,6,7,8,9,8,10,2,6,2,4,4,8,7,7,9,Research Lab,4,Yes,8,Psychiatrist
33,Female,Canada,Urban,76.61,81.81,71.7,82.4,78.5,BSc Nursing,Top Tier,Public,87.37,8,5,4,6,8,6,10,15,1,0,7,6,1,4,7,Pharma Industry,2,No,4,Dentist
43,Female,Australia,Urban,70.92,78.24,97.1,69.72,59.82,BSc Biotech,Mid Tier,Public,63.18,5,7,8,9,9,8,18,1,3,0,4,4,8,8,9,Clinic,4,No,2,Psychiatrist
43,Female,Australia,Urban,81.16,92.33,81.37,66.38,99.2,BSc Nursing,Mid Tier,Public,50.75,9,5,8,5,7,8,13,6,5,1,8,5,5,5,6,Clinic,2,Yes,5,Surgeon
51,Female,Germany,Rural,72.19,87.24,87.55,63.4,50.81,BSc Nursing,Mid Tier,Private,89.98,6,8,8,9,7,5,15,22,5,2,5,1,2,7,5,Pharma Industry,8,No,5,Nurse
59,Female,Germany,Urban,64.13,95.26,78.9,85.67,87.43,BPharm,Mid Tier,Public,68.05,6,9,7,7,6,5,1,3,6,2,2,2,5,8,6,Research Lab,8,No,3,Emergency Medicine Specialist
59,Female,Germany,Rural,67.52,89.22,69.68,90.14,52.12,BSc Biotech,Mid Tier,Private,75.99,5,8,5,6,8,6,5,19,3,1,4,3,6,9,1,Pharma Industry,4,No,8,Emergency Medicine Specialist
29,Male,USA,Urban,96.73,98.09,81.88,94.31,80.54,BSc Nursing,Mid Tier,Private,95,9,7,3,8,6,12,13,23,8,2,5,9,5,3,9,Clinic,5,No,4,Psychiatrist
48,Male,Canada,Urban,85.18,95.45,93.6,83.82,71,BPharm,Mid Tier,Public,60.28,5,8,6,8,7,12,13,16,8,2,4,4,7,6,4,Research Lab,1,No,4,Cardiologist
48,Male,UK,Urban,72.57,94.21,75.33,74.17,81.64,BSc Biotech,Mid Tier,Public,56.51,9,9,6,9,5,8,20,11,4,1,6,1,2,9,4,Clinic,1,No,3,Emergency Medicine Specialist
