Creativity Score,Adobe Photoshop Proficiency,Adobe Illustrator Proficiency,Adobe After Effects Proficiency,3D Modeling Skill,UI/UX Knowledge,Video Editing Skill,Game Design Knowledge,Sketching/Drawing Skill,Typography Skill,Color Theory Knowledge,Branding Knowledge,Web Development Knowledge,Fashion Design Knowledge,Interior Design Knowledge,Product Design Knowledge,Illustration Skill,Animation Skill,Years of Experience,Preferred Design Style,Career Role
8,4,3,5,9,4,3,3,9,6,3,6,1,2,3,1,7,2,3,Modern,Concept Artist
6,8,8,6,3,2,5,3,4,9,8,3,3,1,3,3,3,4,5,Minimalist,Graphic Designer
7,4,6,2,2,8,2,3,5,5,3,3,9,3,2,2,5,4,5,Classic,UX/UI Designer
7,7,3,4,1,2,3,2,3,5,3,5,1,3,2,2,4,4,1,Abstract,Packaging Designer
8,4,6,3,1,4,4,4,5,4,6,4,4,2,8,1,3,3,5,Minimalist,Interior Designer
4,8,4,5,2,9,5,4,5,5,4,5,7,2,2,1,5,5,7,Realistic,Web Designer
8,5,5,6,1,4,4,4,2,4,3,2,4,3,3,7,4,3,4,Modern,Product Designer
9,7,6,7,7,3,8,5,4,4,5,3,2,3,2,2,5,8,6,Cartoon,Animator
9,4,6,9,7,5,9,5,3,3,6,5,4,3,3,2,3,8,8,Minimalist,Animator
7,4,6,7,4,6,7,4,2,4,4,5,3,2,2,3,5,9,6,Realistic,Motion Graphics Designer
5,5,6,6,2,4,5,4,3,5,3,2,3,3,3,2,3,4,10,Futuristic,Packaging Designer
8,8,3,6,1,8,4,4,5,3,5,3,9,3,3,3,5,2,1,Minimalist,Web Designer
4,6,4,4,5,3,2,1,4,6,6,4,4,3,1,3,4,5,7,Realistic,Packaging Designer
7,5,3,8,5,6,7,1,2,4,5,6,1,2,2,3,4,5,7,Classic,Video Editor
4,7,5,8,4,6,8,3,5,5,3,3,4,2,1,2,5,5,9,Classic,Video Editor
6,4,5,4,4,7,4,5,4,3,4,5,7,3,1,3,4,2,10,Realistic,UX/UI Designer
7,9,9,5,5,6,4,2,3,7,7,7,2,1,1,3,3,2,8,Modern,Branding & Identity Designer
5,4,5,6,3,3,4,3,2,5,3,2,4,1,1,4,5,3,6,Futuristic,Packaging Designer
7,3,7,3,7,3,2,3,7,4,3,2,4,3,3,1,8,5,5,Modern,Concept Artist
8,6,8,2,1,5,2,1,9,5,8,2,4,3,1,1,8,2,9,Abstract,Illustration Artist
6,6,3,4,2,4,4,3,4,3,3,3,1,1,1,4,5,5,6,Abstract,Packaging Designer
5,8,7,6,3,8,5,1,2,5,5,4,7,1,3,2,5,5,3,Abstract,Web Designer
7,9,7,4,4,3,3,5,4,8,8,7,3,2,1,4,4,5,1,Futuristic,Branding & Identity Designer
6,6,6,8,9,3,9,3,5,3,4,3,4,1,3,4,4,8,9,Cartoon,Animator
7,9,9,6,1,3,4,2,5,8,8,3,1,2,2,3,5,5,5,Abstract,Graphic Designer
8,4,9,2,3,5,2,5,8,5,8,3,4,3,3,4,9,5,1,Realistic,Illustration Artist
4,8,8,4,2,6,2,4,2,8,7,8,1,1,2,1,5,3,10,Cartoon,Branding & Identity Designer
7,9,8,2,5,2,3,5,3,7,9,9,3,3,2,1,5,3,8,Classic,Branding & Identity Designer
6,8,4,2,4,7,5,3,2,6,3,3,7,1,3,1,5,2,6,Classic,Web Designer
8,7,7,4,2,2,5,4,4,8,9,9,2,1,3,4,5,5,6,Abstract,Branding & Identity Designer
7,4,3,9,2,6,9,2,4,5,6,2,4,1,3,2,3,9,1,Abstract,Motion Graphics Designer
4,7,9,3,2,6,4,1,3,8,9,7,4,2,3,1,3,3,10,Classic,Branding & Identity Designer
8,3,3,6,3,8,3,5,4,4,3,4,7,1,3,1,5,5,6,Cartoon,UX/UI Designer
8,8,4,2,1,8,3,5,3,6,4,4,8,2,1,1,4,3,7,Minimalist,Web Designer
7,9,5,4,4,9,2,3,4,6,6,4,8,1,1,1,5,4,2,Cartoon,Web Designer
4,5,6,7,2,6,9,4,5,5,6,5,4,2,1,2,3,3,3,Abstract,Video Editor
6,9,3,6,2,9,5,4,4,5,4,6,7,3,2,2,4,3,2,Cartoon,Web Designer
8,7,7,5,8,4,3,7,4,3,4,3,1,2,1,3,4,5,10,Realistic,Game Designer
5,9,4,2,5,8,5,3,4,5,4,4,9,1,3,4,3,2,3,Futuristic,Web Designer
8,8,5,2,4,8,5,3,2,5,4,4,7,3,2,1,4,2,9,Abstract,Web Designer
4,4,5,7,5,5,9,1,5,4,3,2,2,2,2,1,4,3,7,Minimalist,Video Editor
4,3,5,5,2,3,4,3,4,3,3,8,1,3,3,1,4,5,2,Abstract,Art Director
9,3,4,3,8,4,4,1,9,4,5,6,3,2,2,1,9,4,10,Realistic,Concept Artist
7,6,7,9,2,3,9,3,4,5,5,5,4,1,2,3,3,9,1,Futuristic,Motion Graphics Designer
7,7,7,3,4,8,2,4,2,4,5,3,9,1,1,1,3,4,4,Futuristic,UX/UI Designer
7,5,7,8,5,6,9,4,2,6,3,5,2,2,2,1,4,8,3,Realistic,Motion Graphics Designer
5,7,5,6,4,5,5,4,2,5,5,9,2,2,3,3,3,5,9,Modern,Art Director
9,6,4,3,7,5,4,3,7,4,4,5,1,2,1,2,7,3,7,Classic,Concept Artist
7,9,4,4,1,7,2,3,4,3,6,3,9,2,2,2,3,5,7,Modern,Web Designer
8,5,3,4,9,6,5,9,3,5,4,5,3,1,1,3,3,4,5,Minimalist,Game Designer
5,4,4,5,4,9,3,3,5,4,5,4,7,3,3,2,5,2,6,Realistic,UX/UI Designer
7,3,4,8,8,5,8,4,2,6,3,3,4,2,1,1,3,8,10,Modern,Animator
8,7,3,8,3,4,7,2,5,4,3,3,4,1,2,1,4,7,2,Minimalist,Motion Graphics Designer
7,6,4,2,3,8,4,2,4,3,4,3,7,3,1,4,3,4,8,Modern,UX/UI Designer
6,4,7,3,8,3,5,2,8,6,4,5,1,2,2,3,7,5,8,Realistic,Concept Artist
6,3,7,5,4,3,3,3,9,6,7,4,4,3,1,4,7,5,3,Futuristic,Illustration Artist
7,3,7,6,9,5,2,7,3,5,6,3,1,1,3,4,5,5,1,Cartoon,Game Designer
8,5,3,5,3,6,4,4,4,3,3,6,2,3,1,9,4,3,5,Modern,Product Designer
7,5,3,2,4,9,5,3,4,5,4,4,7,2,2,4,5,5,3,Cartoon,UX/UI Designer
4,4,7,2,1,3,2,4,3,6,3,4,1,3,3,1,5,5,4,Modern,Packaging Designer
8,6,3,9,4,4,8,3,3,5,3,4,1,1,1,2,5,2,6,Realistic,Video Editor
6,9,8,3,3,3,4,3,2,7,9,4,4,3,3,3,4,4,10,Classic,Graphic Designer
7,5,5,3,9,4,5,4,8,3,4,5,1,3,3,4,8,4,8,Minimalist,Concept Artist
6,7,6,2,4,3,3,4,4,5,3,6,2,1,7,1,3,2,6,Futuristic,Interior Designer
4,6,6,4,1,3,4,4,3,3,5,6,3,2,9,3,3,3,9,Classic,Interior Designer
7,7,9,2,4,4,3,4,7,5,8,5,1,1,3,2,7,4,6,Classic,Illustration Artist
7,5,9,6,4,3,3,1,8,5,8,2,2,1,1,2,8,2,7,Classic,Illustration Artist
8,4,5,7,1,5,7,4,3,6,3,5,3,2,2,4,3,4,2,Realistic,Video Editor
6,7,5,6,9,5,3,4,9,5,5,2,2,1,3,3,9,4,4,Minimalist,Concept Artist
8,3,4,2,4,4,3,4,5,4,6,8,2,1,3,3,3,2,10,Realistic,Art Director
5,4,7,5,3,6,3,5,3,3,4,2,2,1,2,8,5,4,9,Realistic,Product Designer
8,6,7,2,3,6,4,2,5,5,3,8,2,3,3,3,4,5,6,Futuristic,Art Director
8,4,3,5,3,9,3,3,5,5,4,5,7,2,1,4,4,3,6,Classic,UX/UI Designer
5,3,3,6,3,5,5,4,4,5,3,2,2,1,2,4,3,4,5,Realistic,Packaging Designer
5,7,5,3,3,3,4,5,4,5,5,4,2,1,9,3,4,5,6,Realistic,Interior Designer
8,7,5,4,2,5,4,4,4,3,5,7,4,3,1,3,3,5,5,Cartoon,Art Director
4,4,3,2,7,5,2,8,4,6,4,2,1,2,1,1,4,3,9,Cartoon,Game Designer
9,3,9,4,5,4,2,2,8,3,9,5,2,3,3,1,9,5,9,Realistic,Illustration Artist
7,6,3,5,1,3,5,3,3,6,4,6,1,1,7,4,4,3,2,Abstract,Interior Designer
5,4,7,8,4,6,8,1,4,5,5,4,3,1,2,2,4,3,8,Cartoon,Video Editor
4,3,5,4,3,3,5,4,5,6,5,7,3,3,1,2,3,2,10,Cartoon,Art Director
6,4,5,6,4,5,5,3,5,3,4,9,3,2,1,2,3,2,9,Classic,Art Director
4,5,5,4,5,4,3,1,2,3,5,4,1,2,3,3,5,3,7,Abstract,Packaging Designer
5,6,5,4,1,6,2,1,4,3,4,6,1,1,3,7,4,2,1,Modern,Product Designer
7,3,4,7,2,3,7,3,2,3,4,6,3,2,2,4,5,9,5,Cartoon,Motion Graphics Designer
6,3,5,3,1,5,2,5,4,4,3,5,1,1,7,4,4,4,2,Futuristic,Interior Designer
4,8,7,4,3,2,5,3,2,7,8,4,1,2,3,2,4,2,6,Realistic,Graphic Designer
8,4,3,9,2,3,8,1,5,4,6,5,1,1,3,3,5,7,9,Abstract,Motion Graphics Designer
7,6,3,4,7,5,2,5,9,4,5,3,1,1,2,1,8,2,9,Futuristic,Concept Artist
6,3,7,4,3,6,2,2,2,6,6,6,4,1,2,7,5,3,6,Modern,Product Designer
7,7,7,3,3,6,4,1,4,4,6,9,1,1,2,1,3,3,7,Realistic,Art Director
7,4,5,3,3,3,4,4,7,5,8,4,4,9,2,3,4,5,8,Cartoon,Fashion Designer
4,6,3,5,3,2,4,4,9,4,9,2,1,9,2,4,5,5,2,Classic,Fashion Designer
7,6,5,8,1,6,7,3,3,4,6,2,2,2,3,2,3,3,9,Modern,Video Editor
4,5,4,4,2,5,4,3,8,3,8,4,2,7,2,4,5,3,8,Futuristic,Fashion Designer
6,6,5,2,5,2,2,4,4,5,5,6,4,3,3,1,5,5,6,Futuristic,Packaging Designer
8,6,9,2,3,4,3,5,7,4,9,5,1,1,3,3,7,4,5,Abstract,Illustration Artist
6,6,5,5,5,6,4,1,5,6,6,9,2,2,2,2,4,4,6,Minimalist,Art Director
6,4,6,9,3,6,7,2,5,6,6,6,4,2,1,1,3,8,9,Modern,Motion Graphics Designer
8,4,4,6,5,2,3,3,3,4,3,7,2,1,2,1,3,2,5,Classic,Art Director
6,7,4,3,1,4,2,2,4,4,6,6,3,2,2,8,3,4,9,Realistic,Product Designer
8,7,6,4,1,7,5,1,2,4,3,3,7,3,2,4,4,3,2,Futuristic,UX/UI Designer
8,8,9,2,2,2,4,1,2,7,8,9,3,3,1,4,4,2,7,Abstract,Branding & Identity Designer
7,6,4,3,2,2,2,2,3,3,3,7,3,3,1,2,3,4,2,Realistic,Art Director
6,4,4,8,4,4,9,2,3,5,6,3,1,2,1,4,4,4,5,Futuristic,Video Editor
5,3,5,9,4,3,9,3,3,6,6,4,2,1,2,1,3,5,7,Abstract,Video Editor
6,8,9,2,4,4,3,5,3,9,8,6,3,1,2,2,3,4,2,Minimalist,Graphic Designer
5,3,3,9,3,4,7,4,3,5,4,6,1,1,1,2,3,2,3,Cartoon,Video Editor
4,5,7,6,4,4,2,2,5,6,3,5,2,3,1,7,5,4,7,Futuristic,Product Designer
7,7,9,5,2,6,5,3,3,8,8,7,1,1,2,2,3,5,1,Minimalist,Branding & Identity Designer
8,4,5,3,5,2,4,2,7,5,9,5,3,8,1,3,3,4,9,Cartoon,Fashion Designer
8,7,4,3,1,6,3,3,4,5,5,6,2,1,1,1,5,4,3,Classic,Packaging Designer
5,4,5,2,1,6,3,4,5,4,5,3,3,2,2,8,3,3,1,Abstract,Product Designer
6,4,9,3,3,5,5,1,9,4,9,5,1,2,3,2,8,3,4,Classic,Illustration Artist
7,7,3,5,8,3,2,3,8,3,3,4,1,2,1,1,8,5,1,Cartoon,Concept Artist
6,7,3,3,7,5,3,1,7,3,3,3,4,2,2,3,7,2,2,Abstract,Concept Artist
8,7,4,7,7,3,8,4,2,3,4,2,1,2,1,1,5,8,4,Classic,Animator
9,5,7,6,3,5,2,3,8,6,8,2,2,2,2,4,7,3,5,Minimalist,Illustration Artist
6,4,3,3,3,2,5,1,5,3,6,4,3,1,3,2,5,5,4,Futuristic,Packaging Designer
7,7,6,6,1,7,2,2,3,6,6,3,7,3,2,4,5,2,10,Futuristic,Web Designer
5,3,4,2,5,5,4,3,5,6,3,3,3,2,2,4,4,2,10,Minimalist,Packaging Designer
7,7,7,3,4,3,2,4,5,8,8,7,3,3,1,3,3,3,2,Cartoon,Branding & Identity Designer
7,6,5,8,3,5,8,4,3,6,5,3,4,1,2,2,3,5,4,Abstract,Video Editor
5,9,8,6,3,4,3,4,4,7,9,7,4,3,3,1,5,4,3,Classic,Branding & Identity Designer
5,7,7,6,1,4,2,1,3,3,6,6,1,3,8,4,4,5,3,Cartoon,Interior Designer
5,8,9,3,1,3,3,1,2,9,8,4,1,3,2,1,4,3,5,Modern,Graphic Designer
4,6,4,7,3,3,7,2,3,4,6,6,3,3,3,1,5,5,9,Futuristic,Video Editor
5,4,5,5,5,8,2,4,5,6,6,6,8,1,2,4,4,3,5,Cartoon,UX/UI Designer
7,7,6,8,8,5,9,1,2,4,4,6,4,2,2,3,4,8,6,Futuristic,Animator
4,5,4,4,2,6,5,5,7,4,9,2,3,8,1,4,4,4,10,Classic,Fashion Designer
4,6,4,3,2,2,4,2,2,6,6,6,3,3,7,1,4,3,1,Modern,Interior Designer
8,4,6,4,3,3,2,2,3,4,6,6,2,1,2,9,3,4,2,Realistic,Product Designer
5,8,7,6,1,5,3,3,3,7,8,9,2,3,3,2,3,5,8,Cartoon,Branding & Identity Designer
5,7,3,3,1,6,3,5,4,3,5,3,4,3,2,8,5,5,2,Futuristic,Product Designer
8,6,8,6,5,5,3,5,9,4,8,5,4,3,2,4,7,5,5,Modern,Illustration Artist
6,7,5,3,7,2,2,2,9,4,6,5,4,3,3,3,7,3,1,Futuristic,Concept Artist
7,5,6,3,5,6,4,5,2,6,3,6,1,3,3,4,3,4,4,Modern,Packaging Designer
8,4,3,5,4,3,2,1,7,6,7,5,2,9,1,2,4,3,7,Abstract,Fashion Designer
7,7,8,4,2,5,2,1,9,6,7,6,4,3,2,3,7,4,6,Futuristic,Illustration Artist
8,7,5,4,2,5,3,4,9,4,7,5,2,7,3,1,3,2,2,Cartoon,Fashion Designer
6,5,3,9,2,2,8,4,2,3,5,6,2,3,2,4,3,8,10,Futuristic,Motion Graphics Designer
4,4,3,9,3,4,8,2,3,5,4,2,2,2,3,2,3,4,9,Futuristic,Video Editor
7,4,3,4,3,3,4,1,5,4,6,7,3,1,3,3,4,5,4,Realistic,Art Director
6,8,7,3,1,3,4,4,2,9,7,9,4,3,2,3,4,2,4,Futuristic,Branding & Identity Designer
7,7,7,2,2,6,2,3,3,3,4,5,4,3,7,4,5,2,5,Cartoon,Interior Designer
7,5,4,3,5,3,5,2,2,3,5,7,2,2,2,2,5,5,3,Abstract,Art Director
8,3,6,7,5,6,7,1,2,3,4,2,2,3,1,4,4,9,3,Cartoon,Motion Graphics Designer
7,4,3,6,1,8,2,3,2,6,4,5,8,3,2,1,3,4,10,Classic,UX/UI Designer
6,7,6,9,4,5,8,1,5,3,6,6,2,3,2,1,3,9,1,Abstract,Motion Graphics Designer
4,7,5,8,5,4,7,3,2,5,3,6,3,1,2,1,5,9,6,Realistic,Motion Graphics Designer
6,7,7,2,9,2,2,7,3,5,5,3,2,3,1,1,5,4,2,Modern,Game Designer
7,5,3,6,2,7,3,3,4,3,5,5,7,2,1,1,4,5,4,Abstract,UX/UI Designer
9,7,3,9,8,6,8,2,2,5,6,3,1,2,3,3,5,7,1,Abstract,Animator
8,6,3,5,7,4,3,3,9,3,6,5,1,1,1,1,7,3,7,Classic,Concept Artist
9,4,5,8,9,2,7,2,5,6,4,3,3,2,2,3,5,7,9,Classic,Animator
6,5,4,7,4,5,9,4,5,3,6,5,2,3,2,2,5,4,4,Minimalist,Video Editor
6,6,3,2,9,2,4,4,8,3,6,3,2,2,3,2,8,3,10,Cartoon,Concept Artist
4,6,3,4,9,3,3,8,3,3,4,4,2,2,3,2,4,3,5,Modern,Game Designer
5,5,5,3,3,4,2,4,7,6,7,6,4,8,2,3,3,5,6,Cartoon,Fashion Designer
6,7,8,2,3,6,4,5,5,8,9,4,3,1,1,4,4,4,8,Abstract,Graphic Designer
7,7,7,5,5,9,3,1,5,6,3,4,7,1,2,1,3,5,2,Cartoon,Web Designer
9,6,5,4,8,4,4,3,9,6,4,5,4,1,3,3,7,2,9,Futuristic,Concept Artist
8,7,6,6,2,2,2,5,4,5,6,6,2,3,2,9,3,5,10,Classic,Product Designer
5,8,9,4,5,6,3,1,4,7,8,3,4,1,3,3,3,2,6,Futuristic,Graphic Designer
8,5,4,5,1,5,2,5,5,3,3,5,1,2,2,3,3,4,2,Futuristic,Packaging Designer
8,7,5,3,2,4,5,4,3,5,3,4,2,2,2,7,3,5,5,Cartoon,Product Designer
7,7,7,5,5,4,3,2,7,5,8,3,3,7,3,2,3,4,2,Minimalist,Fashion Designer
8,4,5,2,7,6,3,9,4,6,4,4,4,1,3,1,4,3,1,Realistic,Game Designer
8,9,9,3,3,5,4,2,4,7,9,9,3,3,3,1,3,4,6,Cartoon,Branding & Identity Designer
7,9,5,3,2,8,5,5,5,4,3,2,8,2,2,1,5,3,2,Futuristic,Web Designer
9,6,7,2,9,2,4,2,7,4,4,6,1,1,2,2,9,5,10,Modern,Concept Artist
9,7,8,4,1,6,4,4,9,5,7,4,1,2,2,3,8,3,10,Classic,Illustration Artist
6,3,5,2,5,6,5,3,3,5,3,5,4,2,8,3,4,2,9,Futuristic,Interior Designer
5,4,7,5,4,6,3,5,3,5,5,2,4,1,2,8,5,3,5,Abstract,Product Designer
4,3,3,2,3,6,3,5,9,3,9,5,4,9,1,1,4,4,10,Abstract,Fashion Designer
7,3,5,8,2,2,7,5,4,3,5,3,2,1,2,1,5,8,10,Cartoon,Motion Graphics Designer
8,4,4,3,2,3,5,5,9,6,7,2,1,9,1,1,3,3,9,Minimalist,Fashion Designer
8,5,5,5,7,3,2,1,9,4,5,5,4,3,1,3,8,4,9,Realistic,Concept Artist
5,5,3,3,3,5,4,5,4,3,4,9,2,2,3,1,4,3,7,Classic,Art Director
6,9,9,5,1,3,2,5,5,9,8,7,3,3,2,1,3,2,8,Cartoon,Branding & Identity Designer
8,6,7,2,2,4,2,5,9,4,9,6,4,1,1,4,7,3,2,Abstract,Illustration Artist
4,8,4,6,4,9,4,5,3,4,3,2,9,3,1,3,4,2,5,Cartoon,Web Designer
5,6,5,2,3,3,4,2,4,5,6,3,3,1,3,3,3,3,4,Abstract,Packaging Designer
7,7,6,4,5,2,3,2,5,4,5,2,1,1,2,7,3,2,4,Modern,Product Designer
7,8,7,2,5,6,3,1,4,8,8,6,3,1,2,2,3,2,7,Cartoon,Graphic Designer
6,5,5,3,2,6,3,2,3,5,6,3,4,1,1,8,3,5,7,Modern,Product Designer
4,6,6,6,4,3,5,5,3,3,5,7,1,2,1,2,5,3,2,Minimalist,Art Director
7,7,5,3,1,7,3,1,3,4,4,4,8,1,3,1,5,5,3,Classic,UX/UI Designer
8,3,4,6,8,2,5,4,9,4,6,3,1,2,1,2,8,5,10,Abstract,Concept Artist
6,9,3,3,5,8,4,3,2,5,4,2,8,1,2,3,4,2,10,Cartoon,Web Designer
9,3,6,8,9,3,8,2,2,6,6,5,2,2,1,3,4,8,8,Minimalist,Animator
5,3,3,9,4,2,9,5,4,5,6,4,3,3,2,3,4,9,2,Cartoon,Motion Graphics Designer
5,7,6,2,7,4,2,9,2,5,6,3,4,1,2,4,3,2,1,Abstract,Game Designer
5,7,7,5,1,4,4,1,9,4,8,6,2,8,1,3,3,3,1,Realistic,Fashion Designer
4,4,3,3,8,3,5,8,4,3,6,5,2,1,3,2,3,3,6,Futuristic,Game Designer
5,6,5,4,2,2,2,5,2,4,3,4,1,3,2,1,3,3,3,Cartoon,Packaging Designer
5,4,5,8,3,3,9,1,4,5,4,2,4,1,3,3,3,8,4,Futuristic,Motion Graphics Designer
8,7,5,5,5,8,5,5,2,4,3,6,9,2,3,3,4,3,3,Cartoon,Web Designer
7,4,3,9,2,2,9,2,5,5,4,4,4,2,1,3,4,8,9,Futuristic,Motion Graphics Designer
4,7,5,3,2,7,3,5,2,3,3,4,8,3,2,3,3,2,8,Cartoon,UX/UI Designer
5,9,9,5,2,6,2,5,4,7,9,4,1,2,3,1,5,3,5,Classic,Graphic Designer
6,6,6,4,1,3,5,1,4,5,4,6,1,2,7,4,3,2,4,Minimalist,Interior Designer
8,6,4,2,8,2,5,8,3,3,3,4,1,1,3,1,3,4,9,Abstract,Game Designer
4,5,5,5,5,3,3,5,2,5,4,9,4,1,3,1,4,2,8,Minimalist,Art Director
5,8,7,6,2,2,3,4,2,8,9,8,1,3,2,3,3,4,5,Classic,Branding & Identity Designer
4,8,8,2,2,5,3,5,5,9,9,3,2,1,3,1,4,4,1,Futuristic,Graphic Designer
4,7,7,2,1,4,2,2,3,7,8,4,1,3,1,2,5,3,1,Abstract,Graphic Designer
5,3,3,7,1,4,9,3,5,3,4,5,1,2,2,4,3,4,10,Futuristic,Video Editor
8,7,8,2,3,3,5,4,4,7,7,3,3,1,1,2,5,5,9,Modern,Graphic Designer
7,3,6,7,7,4,8,1,4,3,3,6,2,3,3,1,4,7,10,Abstract,Animator
7,4,5,9,7,3,7,4,5,4,6,6,3,2,3,1,5,8,2,Cartoon,Animator
8,4,3,5,3,5,3,2,3,5,4,7,4,3,3,3,5,4,1,Minimalist,Art Director
7,5,6,4,5,6,4,5,3,5,4,5,2,3,2,8,4,4,10,Abstract,Product Designer
6,5,6,3,3,6,4,5,8,5,8,3,2,8,2,3,3,4,3,Classic,Fashion Designer
8,6,5,9,1,6,8,3,4,5,6,6,4,2,3,1,3,8,8,Futuristic,Motion Graphics Designer
4,3,5,4,7,6,3,8,2,6,5,2,4,1,3,3,4,3,6,Abstract,Game Designer
6,6,6,5,5,3,3,5,2,6,5,5,2,2,1,8,4,4,8,Modern,Product Designer
7,5,8,6,2,4,3,1,8,6,7,4,4,3,3,1,8,4,6,Classic,Illustration Artist
5,5,6,6,2,9,3,2,5,6,6,3,8,1,1,4,5,5,5,Futuristic,UX/UI Designer
4,7,4,3,1,7,3,4,4,4,5,5,9,2,1,2,4,5,10,Abstract,Web Designer
5,6,3,9,4,6,9,4,4,5,4,3,4,3,3,4,5,9,7,Minimalist,Motion Graphics Designer
8,4,4,4,2,2,5,3,3,3,6,6,2,1,2,7,5,4,7,Minimalist,Product Designer
6,4,6,4,3,5,2,3,4,4,3,3,3,2,2,3,3,2,2,Realistic,Packaging Designer
6,4,6,4,3,5,2,3,3,4,3,3,1,1,2,8,5,5,5,Classic,Product Designer
7,3,6,6,3,4,2,3,5,3,4,6,1,2,1,2,4,2,8,Cartoon,Packaging Designer
8,5,4,6,8,5,3,1,9,6,4,3,2,2,3,4,9,4,3,Classic,Concept Artist
4,7,5,8,4,2,7,4,3,6,3,2,1,1,1,1,3,3,5,Minimalist,Video Editor
8,4,5,2,5,2,5,1,4,4,6,3,1,1,1,9,5,5,10,Classic,Product Designer
4,7,3,2,3,8,3,4,4,3,4,2,8,1,2,4,5,2,4,Classic,Web Designer
6,6,6,9,5,4,7,2,2,6,5,5,3,3,3,3,4,3,10,Minimalist,Video Editor
9,3,7,3,5,6,4,4,7,6,7,3,1,3,1,2,9,4,8,Futuristic,Illustration Artist
4,6,4,7,1,4,7,5,4,3,3,6,4,2,3,2,3,7,9,Futuristic,Motion Graphics Designer
6,5,5,6,5,3,3,1,5,5,3,8,1,2,2,2,5,5,8,Modern,Art Director
7,8,7,2,3,6,3,4,5,7,9,8,2,1,1,1,4,4,7,Minimalist,Branding & Identity Designer
4,9,7,3,4,2,4,2,4,8,8,9,4,3,2,2,4,2,5,Modern,Branding & Identity Designer
5,7,8,3,4,4,3,1,5,7,8,9,4,1,3,1,4,4,6,Minimalist,Branding & Identity Designer
6,6,5,6,8,3,4,8,5,3,5,4,2,2,2,3,4,2,6,Modern,Game Designer
7,3,7,4,9,5,3,1,8,3,5,3,3,2,1,4,9,4,1,Classic,Concept Artist
7,4,5,4,7,3,5,7,2,6,6,5,1,3,3,2,3,4,3,Minimalist,Game Designer
5,6,5,2,1,5,2,2,4,4,5,2,1,1,7,4,5,2,7,Classic,Interior Designer
5,3,7,2,9,3,5,9,2,6,5,5,4,1,1,3,5,3,5,Minimalist,Game Designer
4,8,5,6,5,9,3,1,4,4,5,5,9,1,2,1,5,2,5,Cartoon,Web Designer
4,7,6,5,3,9,3,5,2,4,3,4,8,1,2,3,3,4,3,Cartoon,Web Designer
6,7,5,3,3,8,3,1,2,3,3,5,8,3,1,1,3,4,1,Cartoon,UX/UI Designer
6,4,4,5,9,2,2,7,2,6,3,5,3,2,1,2,5,4,1,Classic,Game Designer
8,6,7,3,5,2,3,5,2,4,5,6,4,2,1,1,4,2,7,Futuristic,Packaging Designer
4,4,6,2,4,2,2,4,7,6,9,2,3,7,2,3,4,5,10,Classic,Fashion Designer
7,3,5,7,7,6,8,5,4,3,6,4,3,3,3,1,4,9,1,Cartoon,Animator
9,3,7,7,9,5,9,1,2,4,4,3,3,2,3,3,5,9,10,Classic,Animator
4,7,7,2,2,2,5,1,2,5,4,4,4,2,7,2,4,4,10,Classic,Interior Designer
4,6,6,8,4,4,8,2,4,5,5,5,4,3,1,1,4,7,10,Modern,Motion Graphics Designer
4,9,9,6,1,3,5,2,3,9,9,9,3,2,3,4,5,4,4,Modern,Branding & Identity Designer
7,8,8,2,2,3,4,2,3,7,8,8,3,2,3,2,4,3,5,Cartoon,Branding & Identity Designer
6,3,4,2,3,3,2,4,7,5,7,5,3,8,2,1,4,3,1,Cartoon,Fashion Designer
7,7,5,5,5,7,5,2,3,6,4,2,7,3,3,3,5,2,5,Classic,Web Designer
4,4,4,5,5,4,4,4,3,5,4,5,3,2,2,8,4,4,1,Realistic,Product Designer
8,4,4,3,7,5,4,7,3,4,4,2,1,1,1,3,3,5,9,Futuristic,Game Designer
4,4,6,8,3,2,8,3,5,4,5,6,4,1,3,1,5,4,6,Futuristic,Video Editor
8,7,3,3,5,6,2,2,3,5,6,5,2,3,1,2,3,5,9,Minimalist,Packaging Designer
8,4,7,9,2,2,8,3,2,6,5,2,3,1,2,1,4,7,9,Cartoon,Motion Graphics Designer
7,5,3,7,1,3,8,1,4,5,6,5,1,3,1,2,5,3,9,Futuristic,Video Editor
7,7,3,2,3,5,3,5,9,4,7,6,2,8,1,3,4,5,5,Modern,Fashion Designer
7,6,6,4,2,6,2,2,3,4,5,3,1,3,1,7,5,5,4,Classic,Product Designer
7,3,4,5,8,2,3,5,8,4,6,2,1,1,1,4,9,2,7,Realistic,Concept Artist
8,9,7,2,2,6,3,3,5,8,9,6,3,3,1,3,3,3,8,Cartoon,Graphic Designer
8,7,5,3,5,8,3,1,4,6,6,2,8,1,1,4,4,3,9,Realistic,Web Designer
8,3,6,8,8,4,8,2,3,4,4,3,4,1,1,4,4,7,5,Cartoon,Animator
7,4,7,8,3,4,9,5,4,6,6,6,2,1,2,2,4,3,9,Realistic,Video Editor
6,9,8,5,5,6,3,4,3,9,9,7,3,1,3,1,4,4,9,Realistic,Branding & Identity Designer
6,4,3,4,9,3,3,7,5,5,5,6,1,2,2,4,3,5,3,Realistic,Game Designer
4,7,7,3,3,2,5,2,3,6,4,3,4,1,1,1,3,3,7,Modern,Packaging Designer
9,5,8,3,3,5,2,1,9,4,9,6,1,3,1,2,9,3,2,Realistic,Illustration Artist
